"x","y"
86.04081632653069,94.95643564356443
86.28571428571435,95.76435643564363
86.4489795918368,96.8099009900991
86.93877551020415,97.95049504950502
87.42857142857149,98.66336633663374
88.24489795918373,99.51881188118818
89.06122448979598,100.61188118811887
90.04081632653067,101.41980198019809
91.02040816326536,101.84752475247532
92.24489795918373,102.37029702970304
93.55102040816332,102.65544554455452
96.89795918367354,103.0356435643565
95.51020408163271,102.89306930693076
98.36734693877557,103.130693069307
99.83673469387762,103.17821782178225
102.2040816326531,103.130693069307
104.32653061224495,103.0356435643565
104.97959183673474,102.70297029702976
106.04081632653066,102.18019801980205
107.34693877551027,101.32475247524758
108.57142857142863,100.3267326732674
109.06122448979598,99.85148514851491
109.63265306122454,99.09108910891096
110.36734693877557,98.28316831683176
111.1836734693878,97.19009900990106
111.59183673469393,96.38217821782186
111.67346938775515,95.7168316831684
112.00000000000006,94.57623762376245
111.75510204081637,93.95841584158424
85.55102040816334,94.05346534653474
86.20408163265313,98.71089108910898
86.61224489795926,99.85148514851491
87.67346938775518,100.56435643564363
88.57142857142864,101.70495049504956
90.1224489795919,102.46534653465355
92.08163265306129,102.98811881188126
94.28571428571433,103.17821782178225
98.1224489795919,103.41584158415849
101.95918367346945,103.65346534653472
102.28571428571435,103.17821782178225
100.40816326530617,103.60594059405948
92.8163265306123,103.70099009900997
96.16326530612251,103.98613861386146
98.53061224489801,103.89108910891096
102.36734693877557,104.2237623762377
104.24489795918373,104.08118811881195
94.85714285714292,102.4178217821783
98.1224489795919,102.56039603960403
101.71428571428578,102.56039603960403
103.26530612244903,102.37029702970304
104.40816326530617,101.89504950495056
105.87755102040822,101.41980198019809
107.10204081632658,102.27524752475256
108.40816326530617,101.2297029702971
109.95918367346944,100.56435643564363
110.69387755102045,99.6138613861387
112.57142857142863,95.6217821782179
113.06122448979598,94.19603960396047
84.16326530612251,93.86336633663375
83.59183673469396,95.19405940594066
85.22448979591843,95.95445544554462
84.08163265306129,95.05148514851493
83.83673469387762,98.18811881188125
85.22448979591843,101.46732673267333
87.18367346938783,102.84554455445551
90.20408163265313,104.69900990099018
97.4693877551021,104.74653465346542
108.40816326530617,104.93663366336641
100.89795918367352,104.46138613861393
100.97959183673476,105.26930693069313
108.00000000000006,102.89306930693076
105.55102040816331,103.17821782178225
92.08163265306129,104.74653465346542
87.02040816326536,103.93861386138622
88.32653061224495,103.93861386138622
93.4693877551021,104.84158415841591
89.63265306122454,103.55841584158424
99.59183673469394,102.46534653465355
103.42857142857149,101.56237623762382
106.61224489795923,100.46930693069314
108.97959183673474,98.66336633663374
111.8367346938776,98.4257425742575
112.40816326530617,97.33267326732681
113.79591836734699,96.19207920792087
113.95918367346943,94.76633663366344
94.53061224489802,105.41188118811887
90.4489795918368,106.21980198019807
94.1224489795919,106.6475247524753
97.1428571428572,105.83960396039609
97.4693877551021,106.36237623762382
103.02040816326536,105.98217821782184
99.26530612244903,106.7425742574258
105.30612244897965,105.36435643564363
91.83673469387762,100.65940594059413
96.4897959183674,101.2297029702971
95.02040816326536,101.51485148514857
96.73469387755108,102.37029702970304
102.85714285714292,101.80000000000007
99.91836734693884,101.75247524752481
105.55102040816331,100.80198019801986
106.28571428571433,99.66138613861393
110.61224489795923,101.46732673267333
110.28571428571433,102.84554455445551
113.22448979591842,100.42178217821788
113.38775510204086,97.90297029702978
115.75510204081637,93.95841584158424
112.8979591836735,93.24554455445553
114.04081632653066,93.720792079208
109.95918367346944,96.19207920792087
109.55102040816331,97.5227722772278
104.8163265306123,99.1386138613862
102.61224489795924,100.61188118811887
97.63265306122456,100.65940594059413
93.71428571428578,100.42178217821788
91.02040816326536,99.6138613861387
90.1224489795919,98.71089108910898
89.71428571428578,95.5267326732674
86.7755102040817,94.57623762376245
84.08163265306129,92.58019801980207
82.69387755102048,93.15049504950504
83.26530612244905,94.48118811881196
85.79591836734701,94.76633663366344
84.97959183673476,94.7188118811882
84.00000000000007,96.57227722772285
85.22448979591843,97.2376237623763
84.40816326530619,99.04356435643572
85.22448979591843,100.61188118811887
86.69387755102048,101.56237623762382
88.40816326530619,102.84554455445551
91.18367346938783,103.89108910891096
94.69387755102048,104.1287128712872
100.40816326530617,102.84554455445551
95.34693877551027,103.32079207920799
92.73469387755108,101.80000000000007
89.87755102040823,102.51287128712877
87.18367346938783,100.65940594059413
95.34693877551027,102.65544554455452
95.51020408163271,101.9425742574258
98.77551020408168,102.75049504950502
104.1632653061225,102.08514851485155
105.55102040816331,102.70297029702976
102.69387755102046,103.17821782178225
